Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Day,Quarter,DayOfWeek,WeekOfYear,IsMonthStart,IsMonthEnd,IsQuarterStart,IsQuarterEnd,Season,Weekly_Sales_lag1,Weekly_Sales_lag2,Weekly_Sales_lag4,Weekly_Sales_lag52,WS_roll4_mean,WS_roll4_std,Store_cum_mean,Store_Week_hist_mean
1,2011-02-04,1606629.58,0,0.3758773350610086,0.010040160642570184,0.8526233530955507,0.5422390652139588,2011,2,4,1,4,0.0784313725490196,0,0,0,0,1,0.3182694669511612,0.32130501148506446,0.3552044194060775,0.397291149317419,0.4429133388378649,0.06726991373332478,0.6603867669713653,0.397291149317419
1,2011-02-11,1649614.93,1,0.312385271568945,0.03212851405622463,0.856339677187554,0.5422390652139588,2011,2,11,1,4,0.09803921568627451,0,0,0,0,1,0.4019816246769816,0.3182694669511612,0.3396835127482882,0.39681079353724086,0.45878351903019987,0.15450954257983462,0.661298814577421,0.39681079353724086
1,2011-02-18,1686842.78,0,0.5388187020840082,0.047523427041499255,0.8594667057432817,0.5422390652139588,2011,2,18,1,4,0.11764705882352942,0,0,0,0,1,0.4144014398350581,0.4019816246769816,0.32130501148506446,0.3885005243716283,0.4841331943602556,0.20413988824369173,0.6625951669575749,0.3885005243716283
1,2011-02-25,1456800.28,0,0.5986394557823129,0.06091030789825935,0.8623580168884126,0.5422390652139588,2011,2,25,1,4,0.13725490196078433,0,0,0,0,1,0.42515773275189134,0.4144014398350581,0.3182694669511612,0.33245802463723645,0.5193674797439969,0.19374504455670982,0.6641998815662264,0.33245802463723645
1,2011-03-04,1636263.41,0,0.5627901954432567,0.2101740294511376,0.8652493280335436,0.5422390652139588,2011,3,4,1,4,0.1568627450980392,0,0,0,0,1,0.35869124292450105,0.42515773275189134,0.4019816246769816,0.37266061336987755,0.5330814428736009,0.1151979422700457,0.663589753071857,0.37266061336987755
1,2011-03-11,1553191.63,0,0.49778641615376307,0.3246318607764389,0.8681406391786746,0.5422390652139588,2011,3,11,1,4,0.1764705882352941,0,0,0,0,1,0.4105437671517052,0.35869124292450105,0.4144014398350581,0.3407197250688766,0.5359863351842759,0.1171990246896438,0.6646546595754976,0.3407197250688766
1,2011-03-18,1576818.06,0,0.5971277399848828,0.34404283801874125,0.8706694990057515,0.5422390652139588,2011,3,18,1,4,0.19607843137254904,0,0,0,0,1,0.386541725701481,0.4105437671517052,0.42515773275189134,0.34985714246919153,0.5265343236575883,0.11497065494085489,0.6649305943101117,0.34985714246919153
1,2011-03-25,1541102.38,0,0.6749811035525322,0.3340026773761713,0.8730533781046284,0.5422390652139588,2011,3,25,1,4,0.21568627450980393,0,0,0,0,1,0.39336814199087344,0.386541725701481,0.35869124292450105,0.3309899974511598,0.5157490163546797,0.08473481938931277,0.6654074966259051,0.3309899974511598
1,2011-04-01,1495064.75,0,0.5583630277507828,0.3681392235609102,0.8754372572035056,0.5327648823622297,2011,4,1,2,4,0.23529411764705882,1,0,1,0,2,0.3830487623918935,0.39336814199087344,0.4105437671517052,0.38378971741681395,0.5240128324750983,0.04718253153584162,0.6655558619832347,0.38378971741681395
1,2011-04-08,1614259.35,0,0.6519814274916316,0.433734939759036,0.8778211363023825,0.5327648823622297,2011,4,8,2,4,0.25490196078431376,0,0,0,0,2,0.3697470478562223,0.3830487623918935,0.386541725701481,0.37005908110626645,0.5101716617013038,0.037963424045845406,0.6653029750923737,0.37005908110626645
1,2011-04-15,1559889.0,0,0.6890184645286686,0.5147255689424364,0.8800063955719686,0.5327648823622297,2011,4,15,2,4,0.27450980392156865,0,0,0,0,2,0.4041861044148141,0.3697470478562223,0.39336814199087344,0.3480677142423746,0.5161578993985048,0.05711500228743779,0.6660679684000966,0.3480677142423746
1,2011-04-22,1564819.81,0,0.7075909728970953,0.5575635876840692,0.8816951077805577,0.5327648823622297,2011,4,22,2,4,0.29411764705882354,0,0,0,0,2,0.38847680584960703,0.4041861044148141,0.3830487623918935,0.3273394309674159,0.514498407654746,0.05532961349000939,0.6663554043579307,0.3273394309674159
1,2011-04-29,1455090.69,0,0.6972249217147176,0.5595716198125837,0.8833838189842547,0.5327648823622297,2011,4,29,2,4,0.3137254901960784,0,0,0,0,2,0.3899014714340351,0.38847680584960703,0.3697470478562223,0.3367180404734092,0.5168233376430724,0.054847273954406806,0.6666743225616287,0.3367180404734092
1,2011-05-06,1629391.28,0,0.6171039844509232,0.6238286479250335,0.8850725301879521,0.5327648823622297,2011,5,6,2,4,0.3333333333333333,0,0,0,0,2,0.3581972887797495,0.3899014714340351,0.4041861044148141,0.3862800434350296,0.5129048316814584,0.0757813871762399,0.6660967911910454,0.3862800434350296
1,2011-05-13,1604775.58,0,0.7362055933484505,0.6191432396251673,0.8867612413916495,0.5327648823622297,2011,5,13,2,4,0.35294117647058826,0,0,0,0,2,0.408558193361047,0.3581972887797495,0.38847680584960703,0.3558802834327994,0.5143881575661878,0.08179225784782752,0.6669238106826301,0.3558802834327994
1,2011-05-20,1428218.27,0,0.6497138537954864,0.6244979919678715,0.8844486603530497,0.5327648823622297,2011,5,20,2,4,0.37254901960784315,0,0,0,0,2,0.40144594595613664,0.408558193361047,0.3899014714340351,0.3296687876704194,0.5187882192893769,0.08747774077927871,0.6675331797974898,0.3296687876704194
1,2011-05-27,1466046.67,0,0.7586653709102689,0.5435073627844711,0.8821360793144499,0.5327648823622297,2011,5,27,2,4,0.39215686274509803,0,0,0,0,2,0.3504330042211686,0.40144594595613664,0.3581972887797495,0.33864927322031346,0.5053976868076712,0.11688344719003188,0.6667609416224506,0.33864927322031346
1,2011-06-03,1635078.41,0,0.8156786524133464,0.4852744310575632,0.8798234972709589,0.5327648823622297,2011,6,3,2,4,0.411764705882353,0,0,0,0,2,0.3613628148595786,0.3504330042211686,0.408558193361047,0.3894860703585185,0.5064716601029862,0.1139425475180618,0.6662990298471174,0.3894860703585185
1,2011-06-10,1588948.32,0,0.8170823885109599,0.4511378848728247,0.8775109162323591,0.5327648823622297,2011,6,10,2,4,0.43137254901960786,0,0,0,0,2,0.41020138350326873,0.3613628148595786,0.40144594595613664,0.36926726138125854,0.5070291479540945,0.11611253746162022,0.6671185729055567,0.36926726138125854
1,2011-06-17,1532114.86,0,0.8524997300507504,0.4437751004016064,0.8770540593728635,0.5327648823622297,2011,6,17,2,4,0.45098039215686275,0,0,0,0,2,0.39687295437507897,0.41020138350326873,0.3504330042211686,0.358383278832639,0.5054776614984777,0.11211394437411615,0.6675737877396869,0.358383278832639
1,2011-06-24,1438830.15,0,0.8219414750026995,0.41499330655957123,0.877988996401365,0.5327648823622297,2011,6,24,2,4,0.47058823529411764,0,0,0,0,2,0.38045198611510356,0.39687295437507897,0.3613628148595786,0.3360559987776208,0.51566225138768,0.08283995040776602,0.6676017773161402,0.3360559987776208
1,2011-07-01,1488538.09,0,0.843213475866537,0.3681392235609102,0.8789239334298664,0.5769777356702985,2011,7,1,3,4,0.49019607843137253,1,0,1,0,3,0.35349910902384407,0.38045198611510356,0.41020138350326873,0.3553722445549785,0.5129943188365609,0.09616381536776816,0.6669578420521486,0.3553722445549785
1,2011-07-08,1534849.64,0,0.8462369074613972,0.3386880856760375,0.8798588704583674,0.5769777356702985,2011,7,8,3,4,0.5098039215686274,0,0,0,0,3,0.3678612911786656,0.35349910902384407,0.39687295437507897,0.3702407670218767,0.49862952532955107,0.07218642341935387,0.666684112585801,0.3702407670218767
1,2011-07-15,1455119.97,0,0.8754994061116511,0.40227576974564916,0.8807023090966777,0.5769777356702985,2011,7,15,3,4,0.5294117647058824,0,0,0,0,3,0.3812421497894252,0.3678612911786656,0.38045198611510356,0.3433238011847035,0.49332643627391226,0.0504710047448111,0.6667419962163309,0.3433238011847035
1,2011-07-22,1396926.82,0,0.8455890292624986,0.4531459170013383,0.8813169982423907,0.5769777356702985,2011,7,22,3,4,0.5490196078431372,0,0,0,0,3,0.35820574868964505,0.3812421497894252,0.35349910902384407,0.32562387698484896,0.48577891832154985,0.04730133544290007,0.6662473668157286,0.32562387698484896
1,2011-07-29,1352219.79,0,0.8570348774430407,0.47389558232931717,0.8819316883929946,0.5769777356702985,2011,7,29,3,4,0.5686274509803921,0,0,0,0,3,0.3413919233638953,0.35820574868964505,0.3678612911786656,0.3219996911907506,0.48167129331632186,0.06544390202226673,0.6653686509249581,0.3219996911907506
1,2011-08-05,1624383.75,0,0.9090810927545622,0.4752342704149932,0.8825463785435994,0.5769777356702985,2011,8,5,3,4,0.588235294117647,0,0,0,0,3,0.32847466088105914,0.3413919233638953,0.3812421497894252,0.38670586434417575,0.4683085257808981,0.08965313789478478,0.6642114302458577,0.38670586434417575
1,2011-08-12,1525147.09,0,0.8994708994708995,0.4444444444444444,0.8831610686942037,0.5769777356702985,2011,8,12,3,4,0.6078431372549019,0,0,0,0,3,0.40711136096353195,0.32847466088105914,0.35820574868964505,0.35975598915088597,0.47708521605961385,0.13638180088507654,0.6648929317299046,0.35975598915088597
1,2011-08-19,1530761.43,0,0.8906165640859518,0.3882195448460506,0.8837994049478424,0.5769777356702985,2011,8,19,3,4,0.6274509803921569,0,0,0,0,3,0.3784387789302373,0.40711136096353195,0.3413919233638953,0.3610979487849946,0.48394970986371233,0.1417801241171743,0.6649058883274385,0.3610979487849946
1,2011-08-26,1464693.46,0,0.8692365835222977,0.3674698795180722,0.8844416823861352,0.5769777356702985,2011,8,26,3,4,0.6470588235294117,0,0,0,0,3,0.3800609377595732,0.3784387789302373,0.32847466088105914,0.34338033123394396,0.4970690106591603,0.12975894242298525,0.6649549291558763,0.34338033123394396
1,2011-09-02,1550229.22,0,0.8678328474246841,0.37416331994645247,0.885083959824428,0.5769777356702985,2011,9,2,3,4,0.6666666666666666,0,0,0,0,3,0.36097183006894507,0.3800609377595732,0.40711136096353195,0.368602878122156,0.5080943792711953,0.07460449957799682,0.6645796044449308,0.368602878122156
1,2011-09-09,1540471.24,1,0.7400928625418421,0.3828647925033464,0.8857262372627208,0.5769777356702985,2011,9,9,3,4,0.6862745098039215,0,0,0,0,3,0.38568579258421115,0.36097183006894507,0.3784387789302373,0.3595406567716542,0.500825291070355,0.040965887246445426,0.6647545847750962,0.3595406567716542
1,2011-09-16,1514259.78,0,0.7826368642695173,0.36947791164658583,0.8875350078842084,0.5769777356702985,2011,9,16,3,4,0.7058823529411764,0,0,0,0,3,0.3828664062603541,0.38568579258421115,0.3800609377595732,0.33818060585914006,0.5023274595549089,0.043031647542263435,0.6648643865496204,0.33818060585914006
1,2011-09-23,1380020.27,0,0.7379332685455134,0.3299866131191431,0.8908991034198828,0.5769777356702985,2011,9,23,3,4,0.7254901960784313,0,0,0,0,3,0.37529309376613657,0.3828664062603541,0.36097183006894507,0.316403335472423,0.5007098651974314,0.042528676211243885,0.6648096441243281,0.316403335472423
1,2011-09-30,1394561.83,0,0.7799373717741065,0.255020080321285,0.8942631979506663,0.5769777356702985,2011,9,30,3,4,0.7450980392156862,0,1,0,1,3,0.3365070910672924,0.37529309376613657,0.38568579258421115,0.34454046639840014,0.492409672527388,0.08971751937433751,0.6639363537114757,0.34454046639840014
1,2011-10-07,1630989.95,0,0.6678544433646475,0.20816599732262353,0.897627292481449,0.5618190431075321,2011,10,7,4,4,0.7647058823529411,0,0,0,0,4,0.3407086036130802,0.3365070910672924,0.3828664062603541,0.3597565904754293,0.4771501868573337,0.09300680686801097,0.663170925678824,0.3597565904754293
1,2011-10-14,1493525.93,0,0.694093510420041,0.20080321285140523,0.9007415006307975,0.5618190431075321,2011,10,14,4,4,0.7843137254901961,0,0,0,0,4,0.40902009924057947,0.3407086036130802,0.37529309376613657,0.3462251727089992,0.48602339375131964,0.13418823423400406,0.6638339801959899,0.3462251727089992
1,2011-10-21,1502562.78,0,0.6073858114674441,0.2536813922356089,0.9023563904915386,0.5618190431075321,2011,10,21,4,4,0.8039215686274509,0,0,0,0,4,0.36930243451792094,0.40902009924057947,0.3365070910672924,0.314647293227628,0.4839909328296066,0.1323622877982054,0.6636709191848892,0.314647293227628
1,2011-10-28,1445249.09,0,0.6382680056149443,0.266398929049531,0.9039712803522797,0.5618190431075321,2011,10,28,4,4,0.8235294117647058,0,0,0,0,4,0.3719134637781518,0.36930243451792094,0.3407086036130802,0.32538667800666843,0.49600331175699464,0.11061183421339019,0.6635642183038137,0.32538667800666843
1,2011-11-04,1697229.58,0,0.5131195335276968,0.23962516733601036,0.9055861702130203,0.5618190431075321,2011,11,4,4,4,0.8431372549019608,0,0,0,0,4,0.3553537420164982,0.3719134637781518,0.40902009924057947,0.3717884433846846,0.5009719922084643,0.09019072322896717,0.6631290711463786,0.3717884433846846
1,2011-11-11,1594938.89,0,0.5577151495518843,0.21619812583667986,0.9072010600737614,0.5618190431075321,2011,11,11,4,4,0.8627450980392156,0,0,0,0,4,0.4281588048865584,0.3553537420164982,0.36930243451792094,0.3559434613049873,0.5074652126881981,0.1272132271129781,0.6641419048749889,0.3559434613049873
1,2011-11-18,1539483.7,0,0.5916207752942447,0.22356091030789815,0.9094361790473238,0.5618190431075321,2011,11,18,4,4,0.8823529411764706,0,0,0,0,4,0.39860381784580834,0.4281588048865584,0.3719134637781518,0.35297970443762544,0.5174063417189977,0.126120802674113,0.6645552732493186,0.35297970443762544
1,2011-11-25,2033320.66,1,0.568837058632977,0.17536813922356065,0.911919389666014,0.5618190431075321,2011,11,25,4,4,0.9019607843137254,0,0,0,0,4,0.38258107499606975,0.39860381784580834,0.3553537420164982,0.4837303636361923,0.5210255599102015,0.12034949853127702,0.6646499965440984,0.4837303636361923
1,2011-12-02,1584083.95,0,0.44757585573912095,0.1325301204819278,0.9144025992798135,0.5618190431075321,2011,12,2,4,4,0.9215686274509803,0,0,0,0,4,0.5252660539813849,0.38258107499606975,0.4281588048865584,0.3707837880242864,0.5786719924442174,0.2548208646084442,0.6674729425765664,0.3707837880242864
1,2011-12-09,1799682.38,0,0.3938019652305367,0.12315930388219498,0.9168858098985038,0.5618190431075321,2011,12,9,4,4,0.9411764705882353,0,0,0,0,4,0.39546748538947124,0.5252660539813849,0.39860381784580834,0.40807712704978927,0.567580754134034,0.2666986597796128,0.6677793076097914,0.40807712704978927
1,2011-12-16,1881176.67,0,0.4769463340891913,0.12382864792503301,0.9190725312852936,0.5618190431075321,2011,12,16,4,4,0.9607843137254901,0,0,0,0,4,0.45776063058827715,0.39546748538947124,0.38258107499606975,0.4658321796861928,0.5876509843324842,0.26108497651198537,0.669246732554867,0.4658321796861928
1,2011-12-23,2270188.99,0,0.43731778425655976,0.09236947791164662,0.9208639343661436,0.5618190431075321,2011,12,23,4,4,0.9803921568627451,0,0,0,0,4,0.48130688572493846,0.45776063058827715,0.5252660539813849,0.6035314183206464,0.6211458542552939,0.21541578960964755,0.6711209654408328,0.6035314183206464
1,2011-12-30,1497462.72,1,0.4004967066191556,0.10374832663989264,0.9226553364421022,0.5618190431075321,2011,12,30,4,4,0.9999999999999999,0,0,0,0,4,0.5937047400779799,0.48130688572493846,0.39546748538947124,0.3207065413746478,0.6443651610563182,0.330500995008726,0.6750211242027141,0.3207065413746478
1,2012-01-06,1550369.92,0,0.44865565273728536,0.1224899598393574,0.9244467395229521,0.48002526448760463,2012,1,6,1,4,0.0,0,0,0,0,1,0.3704398965629238,0.5937047400779799,0.45776063058827715,0.3421581072320721,0.6358740093905294,0.36730967368290357,0.6747848050765759,0.3421581072320721
1,2012-01-13,1459601.17,0,0.4434726271460966,0.19210174029451133,0.9262381415989103,0.48002526448760463,2012,1,13,1,4,0.0196078431372549,0,0,0,0,1,0.38572644522500016,0.3704398965629238,0.48130688572493846,0.32727232647367044,0.6114348515763206,0.4118739937068995,0.6748282908640063,0.32727232647367044
1,2012-01-20,1394393.84,0,0.503725299643667,0.19678714859437707,0.9271743287124983,0.48002526448760463,2012,1,20,1,4,0.0392156862745098,0,0,0,0,1,0.35950050785029797,0.38572644522500016,0.5937047400779799,0.30964588579566676,0.5701093992699899,0.4455766361966468,0.6744035405171054,0.30964588579566676
